transcript_id,DC1,DC2,DN1,DN2,PC1,PC2,PC3,PC4,PN3,PNC1,PNC2
Os06t0731500-01,4541,5190,3768,4017,7063,7760,5224,4283,1572,3034,3074
Os06t0731750-00,324,266,659,400,296,283,307,280,428,326,437
Os06t0731800-01,14693,14165,12118,15007,9740,10609,9400,11464,8010,10406,11277
Os06t0731900-01,1939,1720,1757,2137,799,939,547,1448,1311,1565,1531
Os06t0731900-02,187,172,166,150,122,106,140,101,212,244,131
Os06t0731950-01,1868,2116,1655,1444,0,0,0,0,0,0,0
Os06t0732000-00,197,212,54,231,0,0,0,0,0,0,0
Os07t0100200-01,6868,6824,5074,4860,5959,6205,5873,6995,4968,5691,6101
Os07t0100300-01,86,115,39,64,225,221,107,72,21,48,36
Os07t0100300-02,2604,2287,845,918,3041,2809,1577,2483,667,914,721
Os07t0100600-01,4,13,0,0,44,33,35,28,17,26,0
Os07t0100500-01,2466,2193,1437,1375,2902,3134,2604,3087,1242,2177,1737
Os07t0100500-02,162,451,259,614,451,331,272,473,241,127,360
Os07t0100800-01,850,741,1209,619,188,198,253,357,438,273,467
Os07t0100900-01,807,796,750,876,345,492,307,830,594,760,911
Os07t0101000-00,383,300,315,263,48,59,50,90,227,330,276
Os07t0101101-01,729,701,503,476,526,507,513,601,442,592,557
Os07t0101200-01,515,799,538,682,482,626,346,306,194,412,477
Os07t0101300-01,5128,6995,3373,2665,17099,15834,12086,7595,1870,3437,3505
Os07t0101400-01,1782,1673,1374,1480,2250,2421,2477,2200,1253,1609,1727
Os07t0101500-01,6140,5975,4101,6161,1473,1840,1675,2760,2965,3671,3736
Os07t0101800-00,1031,910,1119,1013,684,890,790,722,747,866,968
Os07t0102000-02,792,829,631,794,667,782,486,676,532,714,708
Os07t0102000-01,91,29,92,58,79,124,46,60,30,7,11
Os07t0102100-02,0,86,192,220,0,0,0,0,0,0,0
Os07t0102150-00,0,0,0,0,0,0,0,0,0,0,0
Os07t0102100-01,103,52,0,0,34,19,10,79,46,43,65
Os07t0102200-01,597,478,381,484,118,103,127,254,181,264,325
Os07t0102300-01,932,806,1012,737,978,1066,715,777,403,686,746
Os07t0102400-01,2331,2077,1479,1506,4632,4022,2927,3116,1004,1718,1908
Os07t0103100-01,1263,1064,943,942,1387,1558,1169,1205,647,722,876
Os07t0103200-01,1947,1832,1743,1850,2497,2464,2021,2302,1208,1762,1872
Os07t0103600-01,0,0,0,0,0,0,9,90,0,0,17
Os07t0103500-01,1705,1582,934,1992,110,45,0,35,0,0,0
Os07t0104233-00,0,0,0,0,0,0,0,0,0,0,0
Os07t0104100-01,841,839,1524,765,153,315,347,563,908,697,1085
Os07t0104366-00,460,380,217,280,91,145,189,428,248,614,754
Os07t0104750-00,128,67,537,508,37,22,48,48,249,108,384
Os07t0104500-01,19438,15658,28809,26833,5862,4429,3208,3143,3964,3752,7320
Os07t0105200-01,9,43,31,8,0,26,4,0,15,0,32
Os07t0105300-02,0,0,6,0,0,0,0,0,0,0,0
Os07t0105300-01,24,27,50,62,5,8,5,38,25,16,25
Os07t0105000-00,1605,1092,2540,2786,520,605,789,1323,1632,1578,2300
Os07t0105800-00,12,0,3,0,14,6,11,22,0,12,0
Os07t0105900-01,66,79,89,102,17,9,10,35,90,75,104
Os07t0105600-01,682,472,104,121,511,521,215,1861,96,191,133
Os07t0105700-01,2838,3690,2228,2954,650,882,1094,1871,1896,3162,3342
Os07t0106000-01,525,538,506,613,81,191,132,301,260,214,403
Os07t0106700-01,204,204,47,63,4,3,3,19,21,51,59
Os07t0106700-02,5,8,4,3,1,0,0,1,2,0,0
Os07t0106900-01,32,55,4,16,10,17,25,14,25,12,22
Os07t0107000-01,63,29,114,89,35,0,0,17,9,0,0
Os07t0107100-01,63,29,114,89,50,135,65,121,274,290,234
Os07t0106100-01,6007,6042,5080,4994,9074,9347,7270,7230,2772,4045,4533
Os07t0106200-03,65,43,324,11,1528,1364,981,624,257,104,180
Os07t0106200-02,4831,6610,2735,3792,15295,16178,18140,13851,4888,6145,7045
Os07t0107300-01,1417,1046,1637,1710,2008,1903,2253,4445,3733,3496,4643
Os07t0107366-01,1416,1046,1637,1710,43,78,70,12,58,0,41
Os07t0107583-00,72,47,5,29,4,0,0,5,0,3,0
Os07t0107800-01,529,586,340,464,298,482,536,744,457,801,882
Os07t0107900-01,1477,1596,1166,1386,2279,2424,2252,2102,800,1358,1218
Os07t0108000-01,1165,1069,723,728,1104,1046,1031,1112,688,834,880
Os07t0108100-01,0,0,6,4,492,487,343,370,41,38,21
Os07t0108200-00,622,688,763,839,677,597,586,710,582,764,747
Os07t0108800-01,133,100,68,114,77,102,66,180,133,93,202
Os07t0109100-00,4,8,12,14,7,8,6,27,24,9,21
Os07t0109300-00,723,892,519,493,629,826,575,778,584,759,710
Os07t0108350-00,0,0,0,0,1,1,0,0,0,0,0
Os07t0108300-01,12533,15175,9822,8548,20637,20630,12698,23811,9382,13892,13070
Os07t0108400-02,813,992,568,488,634,635,662,537,525,720,494
Os07t0109400-01,2172,2220,2048,2729,381,712,665,1373,1830,1977,2364
Os07t0109500-01,6920,6700,6027,7875,4343,4694,4723,7668,7731,9766,9291
Os07t0109600-01,981,1642,895,1083,1218,1317,1040,1028,348,635,870
Os07t0110100-01,4,0,0,0,1509,1355,1425,1893,1112,1927,1372
Os07t0110000-01,854,808,581,886,1170,1249,1112,1560,1207,1725,1254
Os07t0110000-02,207,297,166,145,317,172,122,96,93,57,64
Os07t0110200-01,3733,4353,3170,3725,2596,3001,2603,3614,3002,3777,3632
Os07t0110300-01,1515,1583,1153,1368,1569,1312,1293,1615,1052,1605,1394
Os07t0110400-01,3237,3825,2830,2787,5931,6241,4430,3888,2039,2987,2962
Os07t0110500-01,2143,2348,1762,1939,2346,2044,1866,2349,2191,2564,2400
Os07t0110800-01,1625,1543,1198,1504,2750,2464,2901,3285,1933,2799,2626
Os07t0110900-01,1785,1705,1417,1600,1999,1887,1894,2551,1677,2146,1944
Os07t0111100-01,614,757,412,493,861,718,738,697,607,835,748
Os07t0111400-01,191,144,97,90,137,202,108,240,43,137,140
Os07t0111600-01,4014,4097,3988,3555,4606,4752,3857,4227,2162,2851,2920
Os07t0111800-00,0,0,0,0,0,0,0,0,0,0,0
Os07t0111700-01,1292,1303,919,1095,1230,1187,1538,1510,1083,1758,1359
Os07t0111700-02,431,241,298,193,942,715,661,755,485,433,960
Os07t0111900-00,13,17,12,11,42,46,38,14,0,4,3
Os07t0112000-00,187,233,148,133,120,164,160,150,69,68,78
Os07t0112100-00,121,110,60,108,20,17,11,12,15,47,37
Os07t0112600-01,80,64,62,50,108,66,95,57,49,33,70
Os07t0112700-01,3966,3143,3412,4883,586,738,770,2025,3379,3128,3665
Os07t0113200-01,640,540,607,628,725,649,461,689,833,966,790
Os07t0113300-00,10,37,36,29,0,0,0,19,5,41,34
Os07t0112800-01,6261,6601,5695,7255,3662,3839,3591,6118,6337,7592,6980
Os07t0113500-00,116,148,53,39,81,39,10,72,21,49,35
Os07t0113700-01,6865,7177,4477,4650,10381,10903,8220,7458,2967,4350,4967
Os07t0114300-01,15882,15717,12165,13074,14305,13228,10895,13973,9773,12849,12787
Os07t0114500-01,14,69,26,26,10,31,22,27,43,39,49
Os07t0114400-01,6974,7151,5658,5977,6668,6749,6025,7284,6013,8444,7835
Os07t0115200-01,22287,20787,12569,14962,0,0,0,0,0,0,0
Os07t0115300-01,1449,1237,780,517,755,649,578,606,617,1033,836
Os07t0115500-01,279,337,292,216,1519,1302,1718,1034,675,1064,798
Os07t0115650-00,0,0,0,0,0,0,0,0,0,0,7
Os07t0115600-00,20,23,15,8,72,55,31,23,41,18,103
Os07t0115700-00,21,22,4,3,0,0,0,0,0,0,0
Os07t0115800-00,18,9,5,7,26,10,18,19,126,58,53
Os07t0116050-00,45,44,8,8,117,78,156,267,987,707,702
Os07t0116600-01,169,102,21,27,305,279,325,140,165,113,105
Os07t0116800-00,193,376,45,37,1540,1411,864,470,11,34,68
Os07t0117300-00,73,160,15,16,6,0,0,0,0,0,0
Os07t0116900-01,0,18,9,0,744,411,585,204,32,0,53
Os07t0117000-01,684,715,587,530,135,105,121,153,71,151,182
Os07t0117900-00,3,17,0,0,0,4,0,3,0,23,25
Os07t0118200-00,1,11,2,1,13,11,91,34,21,0,50
Os07t0118300-01,604,569,394,429,676,637,729,640,405,671,474
Os07t0118800-01,203,210,175,56,175,126,208,149,144,17,42
Os07t0118800-02,426,393,380,465,397,453,360,477,231,534,424
Os07t0118900-01,862,945,653,701,1313,1470,1467,1251,786,1001,1061
Os07t0119000-01,246,314,181,103,422,413,199,217,87,154,183
Os07t0119100-00,0,2,0,0,0,0,2,9,0,0,0
Os07t0119300-01,4058,4554,2933,3280,3894,4217,3499,5321,1845,3292,3001
Os07t0119600-00,0,0,0,0,62,22,19,30,0,46,13
Os07t0119400-01,3091,2713,3076,3764,591,687,747,1418,2036,2431,2893
Os07t0119800-00,5,5,5,0,5,0,53,27,11,5,11
Os07t0120200-00,21,27,31,67,18,38,15,20,29,67,15
Os07t0120300-00,36,5,3,4,98,119,291,72,34,40,35
Os07t0120400-01,148,160,103,74,630,641,508,390,157,320,304
Os07t0120500-00,8,7,15,9,6,24,36,17,18,8,23
Os07t0120650-01,562,708,391,376,482,547,1139,521,261,497,351
Os07t0120700-01,529,785,572,553,1130,1516,901,525,265,214,352
Os07t0120800-01,1260,1893,652,442,3992,6225,5761,2959,547,788,646
Os07t0121100-01,23,48,12,6,38,26,39,26,68,124,79
Os07t0121200-01,77,43,8,29,43,48,152,13,0,0,6
Os07t0120900-01,1048,1201,958,1215,141,181,273,249,283,458,373
Os07t0121000-01,75,34,44,23,44,24,27,37,40,12,55
Os07t0121401-01,2,0,0,0,0,0,0,0,0,0,0
Os07t0121500-00,2,0,0,0,0,0,0,0,0,0,0
Os07t0121750-01,98,158,121,140,298,295,347,137,16,43,90
Os07t0121800-01,75,139,15,6,1000,984,1243,548,236,261,298
Os07t0122100-01,82,70,59,36,15,9,2,0,0,0,15
Os07t0122000-01,1352,1413,972,895,27,23,0,0,0,0,0
Os07t0122200-01,538,552,336,361,679,671,767,522,142,308,327
Os07t0122300-01,357,302,303,308,243,288,266,337,269,235,284
Os07t0122350-00,44,57,27,30,44,35,64,32,25,57,38
Os07t0122400-01,3483,3805,2862,2652,2361,2038,1946,2774,2201,2923,3108
Os07t0122900-01,809,707,405,424,921,993,890,702,153,240,325
Os07t0123000-01,360,529,233,349,393,392,315,419,187,478,443
Os07t0123100-00,56,21,30,35,13,17,14,49,52,20,93
Os07t0123200-01,76,84,56,46,21,21,30,104,93,59,125
Os07t0123300-01,899,1101,621,732,804,962,610,1339,725,889,736
Os07t0123400-01,206,319,215,169,106,132,70,253,204,326,231
Os07t0123450-01,407,457,262,270,248,253,262,271,343,311,375
Os07t0123500-01,335,419,517,438,97,143,183,332,297,697,675
Os07t0123800-01,90,65,45,61,140,110,140,165,106,130,109
Os07t0123601-01,1154,1253,1128,1109,906,919,1194,1475,1494,1530,1382
Os07t0123700-00,2751,2791,2228,2559,3560,3489,3128,3290,1578,2005,3158
Os07t0124000-01,270,312,171,169,394,367,395,392,145,167,237
Os07t0123900-01,2487,2945,1553,1242,5531,5379,3594,3841,1050,1912,1838
Os07t0124100-01,10,13,4,0,330,228,243,85,0,27,25
Os07t0124300-00,12,0,4,0,0,4,12,0,0,26,0
Os07t0124400-01,183,196,270,251,22,40,26,96,121,160,94
Os07t0124500-01,7840,8292,7031,7419,6403,6237,5502,6909,4797,6743,7138
Os07t0124650-00,0,0,0,0,0,0,0,0,0,0,0
Os07t0124700-01,0,0,0,0,0,0,0,0,0,0,0
Os07t0124725-00,0,0,0,0,0,0,0,0,0,0,0
Os07t0124700-02,26,0,0,0,0,0,0,0,0,0,0
Os07t0124750-01,6,0,6,8,0,0,0,0,0,0,0
Os07t0124600-01,3275,3418,2422,2552,1770,1959,1438,2338,1600,1984,2279
Os07t0124800-01,1127,878,851,780,1264,1228,825,887,547,689,764
Os07t0125000-02,6,1,2,4,31,8,13,9,2,2,7
Os07t0124900-01,488,364,469,492,7577,5833,4558,11168,14763,22810,26304
Os07t0125201-00,9,6,2,3,184,76,92,117,60,111,160
Os07t0125600-02,5,2,2,3,28,8,12,9,2,2,7
Os07t0126100-00,10,6,2,4,184,80,101,118,57,107,157
Os07t0125500-01,938,807,959,1025,7863,6023,4776,11404,15054,23401,26876
Os07t0126401-02,4,2,2,4,33,9,15,12,2,2,9
Os07t0126500-00,9,6,2,3,197,77,109,120,63,115,171
Os07t0126301-01,847,640,806,845,7508,5808,4602,11095,14734,22804,26145
Os07t0127500-01,5,0,7,10,7,0,0,24,0,0,3
Os07t0127600-01,4,12,5,4,36,16,15,10,2,3,5
Os07t0127700-01,8,5,4,0,242,157,74,105,6,60,141
Os07t0129100-00,0,0,0,0,40,48,62,70,43,105,88
Os07t0128800-00,137,55,83,90,5,0,11,3,0,0,0
Os07t0129200-01,2725,2486,2883,2692,6928,5549,8597,8211,4298,3459,6572
Os07t0129300-01,1056,1094,259,345,30164,23294,54178,17404,465,1158,1803
Os07t0129900-00,41,53,15,14,860,776,945,898,87,108,135
Os07t0129800-00,91,88,114,60,387,376,422,351,126,136,152
Os07t0129700-01,2161,1861,747,1596,1290,999,407,2178,502,379,595
Os07t0130000-00,56,66,20,11,58,38,96,38,0,12,22
Os07t0130100-01,157,202,124,117,751,625,461,488,29,138,75
Os07t0130200-01,80,34,27,28,355,267,209,90,0,16,11
Os07t0130450-00,0,0,0,0,0,0,0,0,0,0,0
Os07t0130400-01,20,35,24,19,161,65,126,48,18,26,16
Os07t0130500-01,45,35,38,32,17,48,4,13,0,0,40
Os07t0130500-02,71,188,62,59,218,147,214,124,113,92,126
Os07t0130500-03,29,13,36,30,23,71,41,69,18,48,0
Os07t0130800-01,51,110,28,0,453,243,422,325,90,84,82
Os07t0131850-01,7,0,0,0,0,0,0,0,0,0,0
Os07t0132001-00,0,0,0,0,0,0,0,0,0,0,0
Os07t0132000-01,46,81,26,44,0,0,0,0,0,0,0
Os07t0131375-00,0,0,0,0,0,0,6,0,0,0,0
Os07t0131500-00,0,0,0,0,3,6,0,0,0,0,9
Os07t0131200-01,107,71,58,57,88,103,127,163,34,72,66
Os07t0131250-00,90,43,50,48,321,327,332,368,114,238,255
Os07t0131600-01,522,359,392,330,676,652,611,706,201,386,389
Os07t0132300-01,274,198,262,181,34,70,44,125,289,184,119
Os07t0132500-01,9,20,3,0,85,55,119,33,3,0,35
Os07t0133500-01,602,592,557,633,143,151,167,403,455,553,765
Os07t0133700-01,512,293,194,178,400,378,184,587,84,252,166
Os07t0134000-03,49,60,60,63,65,38,34,38,43,113,49
Os07t0134000-02,2525,2062,2314,1833,1316,1369,780,2175,1133,1745,2217
Os07t0134200-01,1819,1880,1401,1571,348,596,579,1420,1284,2139,2083
Os07t0134400-02,568,464,229,586,192,285,292,188,232,305,399
Os07t0134400-01,317,428,586,329,316,279,322,348,311,311,297
Os07t0134500-01,1312,1324,1132,823,1515,1574,1265,1272,799,992,1008
Os07t0134600-01,1203,1614,1515,1497,1050,1113,1035,1309,1040,1527,1500
Os07t0137200-01,577,572,260,290,546,459,607,267,534,672,547
Os07t0134700-00,809,697,466,347,854,919,720,922,374,542,431
Os07t0134800-01,21617,24389,19206,23307,19095,19390,20969,19801,19274,25768,24380
Os07t0135550-00,28,10,39,7,38,11,23,22,15,12,25
Os07t0137900-01,1190,1895,1229,1366,2117,2506,1456,1195,225,702,859
Os07t0137900-02,2772,3154,2256,2243,3063,3268,2801,2888,1706,2120,2131
Os07t0138200-01,367,413,160,100,593,492,1075,871,177,143,261
Os07t0138100-02,2733,3465,2965,2311,3584,3836,2959,2261,1302,1676,1915
Os07t0138100-01,2310,2323,1048,1467,2183,1795,1670,1495,1330,2074,1758
Os07t0139500-01,1425,1504,1047,741,2085,1884,1593,1314,563,902,1041
Os07t0139400-01,19187,18477,16333,16177,19987,19301,16898,19361,12424,16224,14569
Os07t0140633-00,215,179,65,104,69,84,78,86,135,120,94
Os07t0139600-01,7904,8448,7102,9579,4209,4017,4091,7226,8771,11265,8633
Os07t0141100-01,541,478,169,151,1788,1750,1979,1320,69,252,232
Os07t0141200-01,211,547,65,23,2030,2102,2091,1345,85,131,151
Os07t0141450-00,42,28,14,8,49,34,41,28,3,9,25
Os07t0141500-01,606,461,299,307,425,509,245,297,235,318,311
Os07t0141600-01,672,811,537,470,902,1193,753,696,221,499,541
Os07t0141650-00,2,2,2,6,6,5,7,4,5,6,4
Os07t0141700-01,235,246,160,214,442,316,365,217,193,221,62
Os07t0141400-01,25713,17894,3421,6173,17212,15453,4678,23855,609,1525,1337
Os07t0142000-01,1287,1209,1008,903,2571,2225,2217,2334,916,1914,1428
Os07t0142050-00,4,14,0,7,23,12,9,26,8,0,0
Os07t0142600-01,190,141,226,182,52,26,25,131,228,147,231
Os07t0142200-01,1110,1348,941,688,321,326,525,1430,729,606,1035
Os07t0142300-01,687,704,789,548,303,201,313,713,422,314,540
Os07t0142500-00,1159,1481,909,886,249,225,339,942,861,613,1228
Os07t0142900-01,33,46,14,71,51,48,33,264,0,0,38
Os07t0142700-01,1631,3928,615,475,10736,12918,17187,9199,629,1663,1243
Os07t0143000-01,334,314,44,95,394,299,76,589,20,86,67
Os07t0143401-00,38,33,26,23,61,35,12,26,22,20,18
Os07t0143200-01,474,422,117,151,474,363,245,496,0,160,100
Os07t0143200-02,75,20,11,9,36,116,4,31,40,0,9
Os07t0143500-01,114,174,168,171,42,64,75,122,128,124,169
Os07t0143600-01,639,591,291,357,495,538,400,655,266,478,379
Os07t0144500-01,16,0,0,31,0,0,0,0,0,0,10
Os07t0143800-00,0,0,2,0,0,5,2,0,0,0,0
Os07t0143700-02,926,829,879,867,1041,1463,1150,976,734,515,459
Os07t0143700-01,619,937,480,654,788,409,484,775,307,1153,1126
Os07t0144732-00,75,77,73,83,8,0,0,0,2,0,0
Os07t0145400-01,2091,2436,1959,2588,206,528,449,1028,1255,1462,1801
Os07t0145500-00,2,0,0,0,0,0,0,12,0,0,2
Os07t0147700-01,417,527,409,340,994,991,802,601,481,462,370
Os07t0147800-00,565,614,627,430,1252,1493,759,652,194,509,508
Os07t0147500-01,17625,13253,2342,4047,30487,24838,6108,25625,40,45,28
Os07t0147550-00,144,46,7,30,305,217,139,294,0,23,7
Os07t0147600-01,1241,989,1292,1231,212,312,253,483,673,714,803
Os07t0148200-01,74,24,77,109,3,4,10,35,55,18,50
Os07t0147900-02,31,131,199,13,243,295,80,47,8,61,82
Os07t0147900-01,2405,2782,1888,2494,4080,3307,3725,4716,2534,2924,3677
Os07t0149900-01,89,83,106,156,95,52,53,106,77,104,149
Os07t0150000-01,113,125,87,165,127,118,87,137,36,139,163
Os07t0148800-01,5047,4617,6148,4346,1373,1891,1549,2633,5071,6636,6038
Os07t0148900-01,11226,7802,1428,2956,7733,6581,2646,13209,454,516,707
Os07t0150100-01,3980,4413,4851,4829,2205,2136,1393,3046,2298,3047,3644
Os07t0150200-01,12707,13769,12605,15829,6203,6398,7127,11550,13781,15970,14742
Os07t0150600-00,0,0,3,3,8,7,6,0,0,0,0
Os07t0150500-01,4625,5939,4056,4220,7691,7733,6342,6209,2539,4700,4083
Os07t0150901-01,275,233,268,251,120,88,73,126,85,183,129
Os07t0151250-00,0,0,0,0,0,0,0,0,0,0,0
Os07t0151200-01,476,252,327,245,603,634,572,580,269,481,454
Os07t0151300-01,103,74,114,194,121,77,50,170,164,193,107
Os07t0151800-01,311,328,124,264,2638,2393,3550,2667,3352,4596,4041
Os07t0150700-01,16738,17567,19608,19980,22489,19295,12863,15539,5137,9019,9068
Os07t0152000-01,1015,913,913,1001,408,444,606,762,861,1184,1639
Os07t0152101-01,0,0,0,14,18,8,0,0,0,0,0
Os07t0152200-02,1221,1076,797,1115,766,743,675,969,535,735,576
Os07t0152200-01,30,10,278,76,77,55,12,32,11,4,55
Os07t0153000-01,22,0,13,0,0,2,0,6,0,0,7
Os07t0153300-02,768,721,319,373,371,459,436,518,0,267,222
Os07t0153300-01,173,98,49,42,292,182,76,92,209,2,68
Os07t0152800-01,5962,5821,5562,4913,7627,7641,6266,7159,3548,4483,5116
Os07t0152900-01,3219,2844,414,829,4289,3796,1234,9560,418,675,434
Os07t0152900-02,3,1,1,1,8,3,1,1,1,1,1
Os07t0152900-04,21,11,22,4,31,59,34,3,26,14,35
Os07t0152950-00,39,48,19,26,59,41,14,118,0,5,21
Os07t0154201-00,0,0,0,0,0,0,0,0,0,0,0
Os07t0154100-01,88,65,4,38,13,4,5,72,0,2,0
Os07t0153400-01,3964,4634,3485,3273,4301,4806,3827,4301,2113,3073,2562
Os07t0154300-01,1877,1524,1596,2171,847,786,1091,1448,1778,1780,2088
Os07t0154400-01,368,651,427,481,275,298,224,268,148,322,400
Os07t0154800-01,632,587,377,492,387,316,355,599,498,636,656
Os07t0154900-01,89,119,52,38,101,93,38,43,13,31,5
Os07t0155100-01,5769,4233,3370,3357,2821,2847,2596,2972,1846,2729,3171
Os07t0155200-01,346,362,288,261,96,98,101,281,378,756,409
Os07t0156467-00,15,0,33,11,0,0,6,0,33,0,5
Os07t0155600-01,2674,2692,2322,2379,3616,3753,2514,2824,1725,2293,2438
Os07t0157000-00,15,0,32,13,0,0,6,0,32,0,7
Os07t0156732-01,1899,1731,1529,1556,2014,2132,1636,1943,1534,1882,1715
Os07t0157401-01,1749,1636,1414,1254,1851,1690,1556,1605,1377,1735,1589
Os07t0157600-00,0,0,0,0,0,0,0,0,0,0,0
Os07t0157700-01,582,590,256,226,1082,947,811,543,235,311,319
Os07t0158300-01,555,517,187,246,810,656,184,1125,80,246,128
Os07t0158000-00,0,0,0,0,0,0,0,0,0,0,0
Os07t0157900-01,1161,1410,709,778,1021,1016,882,691,496,636,652
Os07t0158100-01,233,212,161,114,165,165,180,138,50,143,129
Os07t0158200-01,1588,1735,1347,1363,1081,1118,950,1159,1183,1732,1369
Os07t0158400-00,315,401,433,421,265,240,323,385,421,600,573
Os07t0158500-01,343,610,170,111,219,149,200,526,531,1553,1530
Os07t0158800-01,959,932,731,746,1150,1228,1186,1159,542,905,843
Os07t0159200-01,7,19,32,4,65,66,60,47,33,42,56
Os07t0158900-01,6166,7198,2040,1922,103,90,103,44,116,150,155
Os07t0159600-00,38,43,61,19,58,21,60,30,82,0,68
Os07t0159700-00,97,98,130,101,13,0,9,41,106,59,75
Os07t0159500-01,3643,3917,3634,3484,2774,3053,3309,3017,2674,3217,3068
Os07t0159550-01,36,40,62,26,95,81,39,52,3,47,8
Os07t0159900-01,448,381,357,324,263,353,381,403,198,447,390
Os07t0159800-01,6760,7769,5070,5828,12616,12499,12685,12808,5605,7907,7172
Os07t0160100-03,0,0,0,0,0,0,0,0,0,0,0
Os07t0160100-01,15,0,13,6,17,18,13,23,31,48,41
Os07t0160100-02,11,0,4,0,0,0,0,0,0,0,0
Os07t0160000-00,1941,2770,1867,2278,1058,1232,1307,1866,1460,1591,2193
Os07t0160300-01,2338,1758,1065,1064,1745,1945,998,1961,699,1170,850
Os07t0160400-01,523,632,358,326,1147,1101,757,1324,245,411,397
Os07t0160500-01,1247,1348,1610,1274,1200,1124,792,926,613,969,996
Os07t0160600-01,7300,9683,10059,16699,1454,1908,3184,5782,9033,9427,10914
Os07t0161000-01,7040,8145,5944,6232,5832,6195,5365,5692,4341,5739,5698
Os07t0162200-00,12,23,0,4,12,18,0,17,0,0,0
Os07t0161600-01,3491,3841,2847,2879,4874,5067,3952,3288,1415,2320,2252
Os07t0162400-01,342,232,279,460,197,127,205,396,272,382,649
Os07t0162500-02,352,307,183,328,94,130,81,448,213,203,259
Os07t0162300-01,4857,5044,3069,3128,6125,6151,4295,4665,2373,3634,3340
Os07t0162600-02,980,1221,205,643,945,912,915,1819,471,569,1012
Os07t0162700-01,133,169,30,89,917,926,1091,968,87,309,121
Os07t0162900-01,393,358,286,265,899,843,1138,1148,367,774,698
Os07t0163200-00,22,22,0,0,84,78,62,31,59,59,36
Os07t0163000-03,0,0,0,0,0,0,0,0,0,0,0
Os07t0163000-01,884,773,799,808,1156,1282,1027,1223,1418,1912,1484
Os07t0163000-02,195,538,262,320,494,410,341,656,213,455,396
Os07t0163500-01,3700,4242,2274,2685,3277,3316,2351,3670,1740,2548,2352
Os07t0163900-00,101,162,79,168,136,170,149,103,137,190,157
Os07t0163800-01,5233,5294,4273,3878,6768,6782,5368,5456,3400,4705,5192
Os07t0164000-01,1061,1157,993,927,944,1038,963,941,596,827,892
Os07t0164100-01,3518,4005,2309,2598,4425,4240,3898,3492,2098,2967,2561
Os07t0164200-01,162,62,32,78,113,96,69,260,48,61,54
Os07t0164200-02,212,320,191,129,320,323,201,413,127,162,185
Os07t0164300-01,6573,6209,6740,6559,3905,4020,3620,4509,5653,6138,6106
Os07t0164500-01,862,914,1044,1008,817,745,536,799,584,536,819
Os07t0164600-01,1212,1123,890,889,1427,1344,1480,1316,659,992,925
Os07t0164800-01,1657,1659,2575,2082,2113,2294,1959,2271,1946,2268,2315
Os07t0164900-01,1299,1725,833,1098,1417,1528,1046,1396,622,965,1018
Os07t0165000-02,2719,3060,1906,1989,2424,2505,1955,2774,1920,2375,1927
Os07t0165000-01,166,129,25,90,81,184,152,98,0,142,195
Os07t0165100-01,118,145,98,122,20,47,120,94,154,169,211
Os07t0165650-01,180,115,92,104,288,223,247,277,81,120,127
Os07t0165700-01,186,267,237,166,385,341,337,412,289,334,336
Os07t0165200-01,4376,5066,3689,4310,4030,4549,3619,3616,2303,2608,3022
Os07t0166300-00,0,0,0,4,13,3,2,3,0,0,0
Os07t0166100-01,1822,1949,1495,1624,1450,1553,1630,1620,1485,1312,1387
Os07t0166500-00,34,20,21,18,21,16,6,19,0,1,6
Os07t0166600-01,2650,2517,2091,2410,1323,1381,1889,2651,2422,3325,2716
Os07t0166700-01,2956,2795,3418,2964,704,1047,970,1776,1961,2354,3192
Os07t0166850-00,0,7,3,0,4,1,0,0,0,0,0
Os07t0166800-01,9622,9198,9423,9548,7643,7000,7631,11463,11566,13014,11907
Os07t0167000-02,0,0,471,333,0,620,0,0,0,0,0
Os07t0167000-01,2592,2312,1420,1894,3638,2893,3404,2684,1194,1988,2029
Os07t0167300-01,182,224,85,134,282,338,267,372,116,159,200
Os07t0167500-01,0,0,9,0,1132,927,1211,347,43,75,51
Os07t0167700-01,377,247,126,124,409,327,287,453,81,352,113
Os07t0167100-01,4979,5287,3927,3609,5916,6239,5019,4997,3057,4376,4112
Os07t0167200-01,2110,2437,1434,1729,2475,2460,2446,2410,1418,1802,1916
Os07t0168000-01,1426,1548,638,668,1869,2030,795,2153,507,809,710
Os07t0168300-01,996,851,845,846,820,792,920,1424,735,701,829
Os07t0168700-01,25,41,60,22,22,28,3,76,70,41,84
Os07t0168600-01,509,549,532,666,481,543,650,589,325,380,677
Os07t0168800-01,3264,3661,3168,3045,4192,3851,3756,4303,3102,4326,3614
Os07t0168900-01,78,112,47,101,260,225,106,130,22,63,27
Os07t0169800-00,23,0,12,18,0,0,0,0,0,0,0
Os07t0169600-01,3623,3319,2390,2124,5474,5348,5761,6035,2954,5693,5021
Os07t0170000-00,606,515,313,285,494,426,814,783,500,534,649
Os07t0170016-01,1036,969,1364,1196,442,593,646,1883,1873,1993,1944
Os07t0170100-01,1940,1885,1244,1332,4388,4211,3749,3078,1103,2157,1853
Os07t0170800-01,284,164,153,186,233,301,321,326,285,469,426
Os07t0170900-01,29,72,47,40,228,231,166,215,162,335,292
Os07t0170200-00,79,141,5,7,101,104,26,166,3,0,5
Os07t0170300-01,10091,12054,9254,10687,9648,9614,8614,11351,7232,11747,11320
Os07t0170400-00,1,0,3,1,3,2,0,1,0,1,1
